Product Number,Category,Units Sold,Unit Price,Lead Time (in days),Unit Cost,Holding Cost,Order Cost,Month,,,,,,A CLASS:,DEMAND,FIXED COST,HOLDING COST,EOQ
ECNBC,Item #5,43,9.243896419,2.3,8.25901839,0.713177631,366.6729474,October,,,,,,,,,,
ECNBC,Item #5,35,14.89087285,2.3,9.18183549,0.683467359,317.3481683,May,,,,,,,,,,
ECNBC,Item #5,28,18.72781833,2.3,14.44981159,0.998001229,184.0783998,February,,,,,,,,,,
ECNBC,Item #5,57,17.43146771,2.3,9.875972618,0.296702384,439.5888904,September,,,,,,,,,,
ECNBC,Item #5,22,9.958004904,2.3,6.553757627,0.398837237,177.8707191,January,,,,,,,,,,
ECNBC,Item #5,32,5.89092898,2.3,4.029340135,0.325546138,277.0545987,December,,,,,,,,,,
EDGES,Item #3,89,19.91639734,2.3,12.53960422,0.503365974,329.2837018,July,,,,,,,,,,
EDGES,Item #3,92,3.474583988,2.3,1.834197154,0.086412613,263.7357963,June,,,,,,,,,,
EDGES,Item #3,34,8.9272488,2.3,5.035972449,0.181195687,252.9157956,August,,,,,,,,,,
EDGES,Item #3,69,19.59363962,2.3,13.76553022,0.503129574,237.3435537,September,,,,,,,,,,
EDGES,Item #3,74,9.104154971,2.3,7.121341762,0.229431974,424.742491,May,,,,,,,,,,
EDGES,Item #3,25,2.456578015,2.3,1.260146992,0.065824764,207.2711163,March,,,,,,,,,,
EDGES,Item #3,61,12.1885558,2.3,8.709264027,0.290003766,276.0167914,February,,,,,,,,,,
EDGES,Item #3,65,2.832877435,2.3,2.524044096,0.173544054,420.7279325,October,,,,,,,,,,
EDGES,Item #3,60,16.43254005,2.3,11.48208566,0.271566169,464.0840169,November,,,,,,,,,,
EDGES,Item #3,16,6.604386708,2.3,4.373166969,0.428090013,293.6888845,April,,,,,,,,,,
EDGES,Item #3,34,7.939915158,2.3,7.212953165,0.187932459,311.9532685,January,,,,,,,,,,
EDGES,Item #3,74,14.86416691,2.3,8.371369976,0.382378587,349.1614767,December,,,,,,,,,,
EEGAR,Item #3,64,3.878666597,2.3,2.495903566,0.178090557,419.6312137,September,,,,,,,,,,
EEGAR,Item #3,51,0.799440763,2.3,0.478929242,0.034518074,351.2089469,October,,,,,,,,,,
EEGAR,Item #3,10,19.06884813,2.3,11.8697028,0.784328486,124.2087873,August,,,,,,,,,,
EEGAR,Item #3,23,10.30879999,2.3,5.276583515,0.110042736,273.4649557,November,,,,,,,,,,
EEGAR,Item #3,97,3.93078387,2.3,3.129114661,0.203125622,404.4565376,July,,,,,,,,,,
EEGAR,Item #3,56,6.975449823,2.3,3.844162712,0.149471441,248.6085638,April,,,,,,,,,,
EEGAR,Item #3,70,11.0679946,2.3,6.425940236,0.604838934,402.5730186,March,,,,,,,,,,
EEGAR,Item #3,89,5.898141912,2.3,3.922677618,0.211863336,340.8117418,June,,,,,,,,,,
EEGAR,Item #3,74,5.514626033,2.3,3.635029681,0.317745652,372.5113159,May,,,,,,,,,,
EEGAR,Item #3,12,9.706560218,2.3,6.436128002,0.374010212,205.1333367,December,,,,,,,,,,
EEGAR,Item #3,74,10.16891637,2.3,9.078791852,0.773365742,350.5722855,January,,,,,,,,,,
EEGAR,Item #3,86,1.422141603,2.3,1.132616443,0.109843641,319.9977152,February,,,,,,,,,,
EVTWZ,Item #7,33,8.269418407,2.3,4.583732218,0.283514371,301.0786547,May,,,,,,,,,,
EVTWZ,Item #7,26,6.677599566,2.3,4.089853693,0.112562962,204.2915392,December,,,,,,,,,,
EVTWZ,Item #7,10,18.72484875,2.3,14.21869362,1.373080142,222.4582126,November,,,,,,,,,,
EVTWZ,Item #7,72,11.42998206,2.3,10.17012972,0.85899,336.6219327,April,,,,,,,,,,
EVTWZ,Item #7,51,14.19312839,2.3,7.662365465,0.503905236,229.4439989,October,,,,,,,,,,
EVTWZ,Item #7,26,19.26810959,2.3,15.40598837,0.752816404,255.813383,August,,,,,,,,,,
EVTWZ,Item #7,68,0.575396443,2.3,0.287825346,0.021947136,286.4794826,February,,,,,,,,,,
EVTWZ,Item #7,87,2.650458996,2.3,1.477284206,0.087924855,293.203621,July,,,,,,,,,,
EVTWZ,Item #7,68,6.436173216,2.3,3.480040625,0.159913016,395.4231901,January,,,,,,,,,,
EVTWZ,Item #7,83,5.686479448,2.3,4.86375996,0.098058039,364.8353944,March,,,,,,,,,,
EVTWZ,Item #7,38,2.409107177,2.3,1.813409935,0.106182103,338.4945539,September,,,,,,,,,,
EVTWZ,Item #7,47,1.953336637,2.3,1.499324223,0.057449427,328.5103262,June,,,,,,,,,,
FGGEB,Item #7,70,3.086908132,7,1.743446446,0.071078886,444.0923889,January,,,,,,,,,,
FGGEB,Item #7,26,3.474942283,7,3.231894655,0.097166739,207.0103947,July,,,,,,,,,,
FGGEB,Item #7,59,9.318313661,7,4.832705903,0.140155284,366.2045944,September,,,,,,,,,,
FGGEB,Item #7,62,8.592559029,7,7.060813575,0.587428454,266.4451946,May,,,,,,,,,,
FGGEB,Item #7,13,4.195843387,7,3.580360523,0.117461615,249.926498,November,,,,,,,,,,
FGGEB,Item #7,86,15.03789756,7,10.79350178,0.458563521,384.2712531,April,,,,,,,,,,
FGGEB,Item #7,56,13.60152684,7,11.82376048,0.876728235,352.7833738,June,,,,,,,,,,
FGGEB,Item #7,22,1.076690098,7,0.646158311,0.042348774,187.3638518,August,,,,,,,,,,
FGGEB,Item #7,75,13.68332126,7,8.336966684,0.780425932,248.9155459,February,,,,,,,,,,
FGGEB,Item #7,96,5.753121192,7,4.773372606,0.457167472,280.7621779,December,,,,,,,,,,
FGGEB,Item #7,35,4.483516987,7,2.688819976,0.192018267,184.1969955,October,,,,,,,,,,
FGGEB,Item #7,30,3.925157756,7,2.627787704,0.109986663,170.5750714,March,,,,,,,,,,
FJRQQ,Item #7,43,17.61983994,7,10.06997641,0.337329672,377.0060436,April,,,,,,,,,,
FJRQQ,Item #7,24,5.21413506,7,4.381719861,0.305145515,359.784836,July,,,,,,,,,,
FJRQQ,Item #7,82,12.35024386,7,9.565269905,0.461521111,410.5088218,September,,,,,,,,,,
FJRQQ,Item #7,17,12.32732313,7,11.49812375,1.083889578,256.9893008,May,,,,,,,,,,
FJRQQ,Item #7,42,11.34701836,7,10.27077924,0.238492989,190.4065285,June,,,,,,,,,,
FJRQQ,Item #7,26,10.45354443,7,7.187454567,0.543232958,195.6893681,February,,,,,,,,,,
FJRQQ,Item #7,38,5.621956077,7,3.337091573,0.252093547,203.2970169,December,,,,,,,,,,
FJRQQ,Item #7,32,6.633763985,7,4.12725891,0.397671349,240.7935087,October,,,,,,,,,,
FJRQQ,Item #7,67,13.70545938,7,8.464663751,0.287944912,355.3870471,November,,,,,,,,,,
FJRQQ,Item #7,48,17.73100115,7,9.335638869,0.350090798,243.2848492,January,,,,,,,,,,
FJRQQ,Item #7,17,5.832351355,7,3.931669679,0.079491042,155.6447932,March,,,,,,,,,,
FJRQQ,Item #7,91,19.25254273,7,16.32629196,1.123565606,503.8420098,August,,,,,,,,,,
FQGYI,Item #8,24,19.71051632,7,10.96660886,0.455389007,300.5201509,January,,,,,,,,,,
FQGYI,Item #8,64,3.179581315,7,1.972081565,0.125666336,267.0251322,October,,,,,,,,,,
FQGYI,Item #8,99,16.90744112,7,11.71692899,0.502159595,397.5158334,April,,,,,,,,,,
FQGYI,Item #8,15,5.722664314,7,3.549597954,0.316189694,157.729006,September,,,,,,,,,,
FQGYI,Item #8,99,13.23285619,7,8.925504123,0.341965007,219.4144194,July,,,,,,,,,,
FQGYI,Item #8,99,4.226473412,7,3.298254053,0.105009701,413.1313369,November,,,,,,,,,,
FQGYI,Item #8,75,6.258041542,7,3.142990414,0.186253616,291.6559317,December,,,,,,,,,,
FQGYI,Item #8,19,6.89382028,7,6.365466729,0.163099914,251.3254401,August,,,,,,,,,,
FQGYI,Item #8,96,14.45308051,7,10.67492299,0.839877681,406.6699754,March,,,,,,,,,,
FQGYI,Item #8,42,7.133255212,7,4.584257988,0.181820075,351.9868025,June,,,,,,,,,,
FQGYI,Item #8,22,12.02902296,7,9.547029285,0.825574055,208.9715294,May,,,,,,,,,,
FQGYI,Item #8,14,1.615064366,7,1.297820071,0.058528329,243.0718473,February,,,,,,,,,,
GLOSZ,Item #4,76,3.524607817,7,2.092997573,0.145555525,322.3841097,October,,,,,,,,,,
GLOSZ,Item #4,60,15.07515788,7,10.45480563,0.91746167,312.6685156,February,,,,,,,,,,
GLOSZ,Item #4,66,11.13142334,7,10.49671889,0.332791677,444.4186719,March,,,,,,,,,,
GLOSZ,Item #4,27,10.09535757,7,8.70307811,0.811169594,234.9080943,December,,,,,,,,,,
GLOSZ,Item #4,55,14.10391919,7,10.37782936,0.870073905,312.1244582,January,,,,,,,,,,
GLOSZ,Item #4,37,8.12327745,7,4.660873651,0.275604152,199.3740444,August,,,,,,,,,,
GLOSZ,Item #4,32,10.69100901,7,6.650554726,0.574722842,153.998314,July,,,,,,,,,,
GLOSZ,Item #4,75,16.25489675,7,14.42153049,1.095698227,398.8717841,November,,,,,,,,,,
GLOSZ,Item #4,46,19.45622097,7,16.17353547,0.47923914,187.8470845,May,,,,,,,,,,
GLOSZ,Item #4,85,13.22236275,7,8.402742185,0.760098266,356.3937353,September,,,,,,,,,,
GLOSZ,Item #4,39,15.3383359,7,12.8810167,0.718883643,193.7346712,April,,,,,,,,,,
GLOSZ,Item #4,87,9.843212825,7,5.790852283,0.572653121,273.492769,June,,,,,,,,,,
GWVCV,Item #5,31,16.2137011,7,9.800991333,0.570099674,220.2170433,September,,,,,,,,,,
GWVCV,Item #5,52,8.907720053,7,8.326931055,0.29292683,304.3169733,May,,,,,,,,,,
GWVCV,Item #5,11,1.055776928,7,0.579963664,0.033338148,222.298936,October,,,,,,,,,,
GWVCV,Item #5,37,9.22643809,7,6.326307103,0.474835848,317.3600198,February,,,,,,,,,,
GWVCV,Item #5,17,14.58415537,7,8.212778097,0.352981253,212.8722222,August,,,,,,,,,,
GWVCV,Item #5,23,9.261954441,7,5.911612923,0.151678202,318.7260007,November,,,,,,,,,,
GWVCV,Item #5,19,15.39457263,7,11.69745642,0.27242066,230.3376092,December,,,,,,,,,,
GWVCV,Item #5,68,3.816891738,7,2.013865139,0.103354345,265.4671792,March,,,,,,,,,,
GWVCV,Item #5,44,17.38851266,7,9.703079716,0.847205085,228.4263352,January,,,,,,,,,,
GWVCV,Item #5,41,0.540635636,7,0.298271925,0.006383743,299.8736192,April,,,,,,,,,,
GWVCV,Item #5,45,9.281085132,7,7.330134733,0.356628144,233.6202395,July,,,,,,,,,,
GWVCV,Item #5,43,7.989437722,7,5.705610835,0.238532782,214.0266388,June,,,,,,,,,,
HPODU,Item #4,42,1.574928249,7,1.438124525,0.117629209,299.2023914,June,,,,,,,,,,
HPODU,Item #4,48,16.07306556,7,13.47048902,1.339068912,317.6686256,November,,,,,,,,,,
HPODU,Item #4,97,3.144139249,7,2.325463594,0.187650674,271.7372721,May,,,,,,,,,,
HPODU,Item #4,44,7.267484933,7,6.232415377,0.456412527,222.8127632,September,,,,,,,,,,
HPODU,Item #4,79,18.52115958,7,16.4332592,0.781067205,411.1545908,April,,,,,,,,,,
HPODU,Item #4,12,6.836633095,7,5.65154124,0.1687043,179.7533829,March,,,,,,,,,,
HPODU,Item #4,80,13.05047052,7,11.07251382,0.771735721,348.8189072,August,,,,,,,,,,
HPODU,Item #4,60,12.51066648,7,11.20912106,0.589338735,302.431702,July,,,,,,,,,,
HPODU,Item #4,76,13.88520924,7,8.938902105,0.509211545,475.3473323,February,,,,,,,,,,
HPODU,Item #4,21,6.210079231,7,4.156763331,0.378190911,274.1905407,December,,,,,,,,,,
HPODU,Item #4,19,18.41493137,7,11.98524528,0.80822275,140.1027396,October,,,,,,,,,,
HPODU,Item #4,85,8.70807775,7,5.826961088,0.580146711,369.1919938,January,,,,,,,,,,
HSEOM,Item #7,68,1.778850866,7,1.65676281,0.110289421,432.5360066,November,,,,,,,,,,
HSEOM,Item #7,20,1.225615208,7,0.877008235,0.059773473,165.7370161,January,,,,,,,,,,
HSEOM,Item #7,50,3.437461569,7,2.431570664,0.161834905,279.2987776,July,,,,,,,,,,
HSEOM,Item #7,98,10.31332419,7,5.757529613,0.475658305,290.3487967,December,,,,,,,,,,
HSEOM,Item #7,37,5.421201617,7,3.153800129,0.162145274,310.7148963,February,,,,,,,,,,
HSEOM,Item #7,51,5.58771749,7,4.956381194,0.135235351,283.0955185,April,,,,,,,,,,
HSEOM,Item #7,48,11.9329087,7,7.128953125,0.288383577,380.8038932,October,,,,,,,,,,
HSEOM,Item #7,88,4.910846598,7,3.338704925,0.190243885,258.6548676,August,,,,,,,,,,
HSEOM,Item #7,51,8.491945553,7,5.181115164,0.128885874,277.0942071,March,,,,,,,,,,
HSEOM,Item #7,40,11.95950507,7,9.258298493,0.594169657,291.1329594,May,,,,,,,,,,
HSEOM,Item #7,57,13.32637241,7,9.857712017,0.778201412,271.0617547,June,,,,,,,,,,
HSEOM,Item #7,77,1.140445241,7,0.617364528,0.032502689,330.3971174,September,,,,,,,,,,
HWHTG,Item #9,19,13.41849261,7,8.451837581,0.698890389,243.0276429,June,,,,,,,,,,
HWHTG,Item #9,82,1.617155752,7,1.471549297,0.087189525,298.9068792,February,,,,,,,,,,
HWHTG,Item #9,51,6.912638059,7,3.484023307,0.283593454,409.4776965,May,,,,,,,,,,
HWHTG,Item #9,35,12.82147343,7,9.018330218,0.340441595,216.0428921,December,,,,,,,,,,
HWHTG,Item #9,76,12.51305396,7,9.894677278,0.286527199,409.5030919,August,,,,,,,,,,
HWHTG,Item #9,99,7.17370551,7,5.999426636,0.369467384,277.1425942,October,,,,,,,,,,
HWHTG,Item #9,71,11.65622971,7,8.026244162,0.63750684,406.5112542,November,,,,,,,,,,
HWHTG,Item #9,43,1.180941871,7,0.640779939,0.013319132,282.2762411,March,,,,,,,,,,
HWHTG,Item #9,21,18.6456582,7,13.40066362,0.314087201,168.6393449,September,,,,,,,,,,
HWHTG,Item #9,79,1.292363779,7,1.162419703,0.032927184,313.9933015,July,,,,,,,,,,
HWHTG,Item #9,53,8.404041892,7,7.138952125,0.404352853,259.713629,January,,,,,,,,,,
HWHTG,Item #9,89,5.475543022,7,3.905433253,0.270369443,389.2523426,April,,,,,,,,,,
IRTIK,Item #8,78,12.78533525,4,8.812123208,0.819548082,397.3321644,April,,,,,,,,,,
IRTIK,Item #8,93,5.925512099,4,3.498696177,0.267099942,407.8074227,December,,,,,,,,,,
IRTIK,Item #8,19,17.34463058,4,14.8781994,1.176397783,197.5081275,September,,,,,,,,,,
IRTIK,Item #8,13,18.81643696,4,11.94544259,0.97782959,209.3831835,May,,,,,,,,,,
IRTIK,Item #8,52,6.829164504,4,3.949986726,0.155506195,310.543111,March,,,,,,,,,,
IRTIK,Item #8,37,18.20260008,4,16.61570167,0.756772751,274.1888723,June,,,,,,,,,,
IRTIK,Item #8,56,6.415444036,4,4.932673308,0.106962849,317.0394516,October,,,,,,,,,,
IRTIK,Item #8,21,3.293919274,4,1.661540499,0.052363909,215.6956521,July,,,,,,,,,,
IRTIK,Item #8,95,12.05781076,4,6.235118296,0.595324559,332.7417988,February,,,,,,,,,,
IRTIK,Item #8,92,5.951717402,4,3.361120335,0.181877228,442.2713009,August,,,,,,,,,,
IRTIK,Item #8,21,17.54105492,4,14.96227367,0.449862615,331.590434,November,,,,,,,,,,
IRTIK,Item #8,20,10.40247182,4,9.660207238,0.932730576,341.1686912,January,,,,,,,,,,
ITVPQ,Item #3,99,5.08276446,4,3.113556268,0.251594275,452.8985177,November,,,,,,,,,,
ITVPQ,Item #3,86,0.501412768,4,0.405179855,0.010002498,402.2999033,May,,,,,,,,,,
ITVPQ,Item #3,38,13.01107782,4,7.906186889,0.624578638,220.3643411,April,,,,,,,,,,
ITVPQ,Item #3,24,14.50671167,4,10.64144766,0.74431554,207.1332006,September,,,,,,,,,,
ITVPQ,Item #3,46,18.45067396,4,15.86966521,0.569788468,195.1336547,August,,,,,,,,,,
ITVPQ,Item #3,94,10.69088811,4,8.157091759,0.813458308,475.21136,July,,,,,,,,,,
ITVPQ,Item #3,68,17.01917437,4,9.808410882,0.941669709,263.2941597,October,,,,,,,,,,
ITVPQ,Item #3,24,18.52334952,4,17.2142465,1.220019655,256.9583397,January,,,,,,,,,,
ITVPQ,Item #3,99,13.94127596,4,7.72712621,0.748620639,288.4251568,June,,,,,,,,,,
ITVPQ,Item #3,37,7.730490972,4,6.340554601,0.171365941,252.6007487,February,,,,,,,,,,
ITVPQ,Item #3,80,19.87567793,4,18.12776851,1.723871627,351.5270705,March,,,,,,,,,,
ITVPQ,Item #3,82,10.7189918,4,7.888055296,0.374994029,377.8846671,December,,,,,,,,,,
JDHQC,Item #2,86,10.27466459,4,5.797577002,0.185716025,468.8844979,May,,,,,,,,,,
JDHQC,Item #2,16,16.13160792,4,10.65377894,0.845264353,320.162846,March,,,,,,,,,,
JDHQC,Item #2,95,9.637305444,4,5.961118467,0.264508977,364.011527,September,,,,,,,,,,
JDHQC,Item #2,94,6.908986898,4,4.386135385,0.241385458,296.2175457,December,,,,,,,,,,
JDHQC,Item #2,93,3.824344659,4,3.454628943,0.225848433,426.0887264,July,,,,,,,,,,
JDHQC,Item #2,82,16.14369623,4,14.90657902,0.54139785,331.553135,November,,,,,,,,,,
JDHQC,Item #2,79,18.35998964,4,9.191308875,0.470544837,396.5881469,January,,,,,,,,,,
JDHQC,Item #2,30,11.30810535,4,7.888596265,0.333389828,291.6381066,October,,,,,,,,,,
JDHQC,Item #2,64,19.03667764,4,10.12213161,0.850394998,257.4523692,August,,,,,,,,,,
JDHQC,Item #2,86,1.494754145,4,0.935503993,0.043429848,503.1282553,February,,,,,,,,,,
JDHQC,Item #2,76,8.180206773,4,4.449963818,0.219232666,327.5216045,April,,,,,,,,,,
JDHQC,Item #2,39,9.237225714,4,7.806378579,0.710486374,405.1306222,June,,,,,,,,,,
JEQSF,Item #10,57,19.03876347,4,10.36717869,0.862932657,296.89638,October,,,,,,,,,,
JEQSF,Item #10,74,3.783170704,4,1.913323687,0.122592408,260.0440083,February,,,,,,,,,,
JEQSF,Item #10,19,10.93538695,4,6.656432814,0.401567499,205.5308429,August,,,,,,,,,,
JEQSF,Item #10,26,1.232490451,4,1.115385725,0.070603485,205.4310422,July,,,,,,,,,,
JEQSF,Item #10,71,10.65396188,4,5.4074708,0.345838051,386.5771612,January,,,,,,,,,,
JEQSF,Item #10,96,17.14232077,4,10.1877298,0.672491375,412.7903519,March,,,,,,,,,,
JEQSF,Item #10,66,5.264720251,4,4.632488223,0.13248622,428.2839586,November,,,,,,,,,,
JEQSF,Item #10,31,6.036760492,4,5.473220952,0.399043951,290.9891638,December,,,,,,,,,,
JEQSF,Item #10,46,3.384362274,4,1.841125804,0.101866323,269.2845574,September,,,,,,,,,,
JEQSF,Item #10,43,8.206277551,4,6.353646855,0.445829357,414.1566877,June,,,,,,,,,,
JEQSF,Item #10,51,6.435052048,4,4.043807084,0.091429883,274.4872831,April,,,,,,,,,,
JEQSF,Item #10,54,6.770860366,4,5.073994289,0.385928379,341.5555136,May,,,,,,,,,,
JQCPR,Item #2,59,4.540441902,4,2.645107299,0.185767542,226.4874738,July,,,,,,,,,,
JQCPR,Item #2,41,19.57909974,4,13.46625077,0.554334302,334.5771073,August,,,,,,,,,,
JQCPR,Item #2,67,18.14839444,4,10.11838079,0.646024936,346.8750622,May,,,,,,,,,,
JQCPR,Item #2,58,8.951915248,4,5.301364035,0.139420955,309.787724,December,,,,,,,,,,
JQCPR,Item #2,56,9.912062964,4,7.567836312,0.501020267,414.4727933,February,,,,,,,,,,
JQCPR,Item #2,44,2.092589669,4,1.324769836,0.056243352,248.4898095,October,,,,,,,,,,
JQCPR,Item #2,43,4.882426843,4,3.257533032,0.316457298,284.1013601,September,,,,,,,,,,
JQCPR,Item #2,97,4.151697262,4,2.290751394,0.088849798,397.4249829,June,,,,,,,,,,
JQCPR,Item #2,30,7.109933961,4,6.103424689,0.141334355,217.1974148,January,,,,,,,,,,
JQCPR,Item #2,82,15.52857569,4,8.321167722,0.502111923,227.4631319,November,,,,,,,,,,
JQCPR,Item #2,84,3.117566994,4,2.279440743,0.051660385,464.3990964,March,,,,,,,,,,
JQCPR,Item #2,21,10.23741322,4,7.837198189,0.393371753,251.9190378,April,,,,,,,,,,
JXAQR,Item #4,77,4.256670364,4,2.335425338,0.047542645,518.9033483,February,,,,,,,,,,
JXAQR,Item #4,91,11.35602912,4,8.734368206,0.607891187,332.3329044,March,,,,,,,,,,
JXAQR,Item #4,62,16.3351073,4,11.24189336,0.398396609,399.8190804,August,,,,,,,,,,
JXAQR,Item #4,71,9.54473436,4,6.094993559,0.442145894,234.1310906,September,,,,,,,,,,
JXAQR,Item #4,57,8.809969363,4,6.319307135,0.361282357,326.5947174,April,,,,,,,,,,
JXAQR,Item #4,86,3.923760845,4,2.222997284,0.105569543,376.2786109,October,,,,,,,,,,
JXAQR,Item #4,90,2.355780811,4,2.186120401,0.164916379,329.8349357,December,,,,,,,,,,
JXAQR,Item #4,88,14.81296763,4,8.820162478,0.491336718,481.7400119,January,,,,,,,,,,
JXAQR,Item #4,28,7.650808722,4,6.930868109,0.644840193,296.9209646,June,,,,,,,,,,
JXAQR,Item #4,54,19.07998049,4,17.77434209,0.952288213,352.4539974,November,,,,,,,,,,
JXAQR,Item #4,22,14.95729008,4,13.80887451,0.884131467,238.2954491,July,,,,,,,,,,
JXAQR,Item #4,58,13.43483749,4,8.751751579,0.653954302,250.5997126,May,,,,,,,,,,
KACBN,Item #4,51,2.558218843,4,1.985122847,0.182846674,239.4198099,June,,,,,,,,,,
KACBN,Item #4,52,5.966103753,4,3.940256762,0.263606253,390.8838816,January,,,,,,,,,,
KACBN,Item #4,34,6.780061334,4,6.152318688,0.262849479,171.1715202,September,,,,,,,,,,
KACBN,Item #4,73,5.701175393,4,3.6689968,0.35352439,288.8767992,March,,,,,,,,,,
KACBN,Item #4,94,10.19157275,4,6.297167224,0.288447776,440.1965757,July,,,,,,,,,,
KACBN,Item #4,34,11.92008015,4,7.930350374,0.460872797,292.2506677,August,,,,,,,,,,
KACBN,Item #4,63,11.61507454,4,10.61307336,0.54036733,397.3858512,April,,,,,,,,,,
KACBN,Item #4,28,0.767961065,4,0.405126339,0.013478092,247.3713472,May,,,,,,,,,,
KACBN,Item #4,34,6.849242883,4,6.488456459,0.560728058,168.3735275,October,,,,,,,,,,
KACBN,Item #4,65,9.9407247,4,4.972910434,0.394967025,442.2414776,February,,,,,,,,,,
KACBN,Item #4,19,13.18122008,4,8.751620002,0.794479424,245.4719625,December,,,,,,,,,,
KACBN,Item #4,74,10.12260533,4,8.980504871,0.416998976,336.3571882,November,,,,,,,,,,
KDWFJ,Item #10,46,15.28598895,4,9.752565477,0.80012924,258.4794717,March,,,,,,,,,,
KDWFJ,Item #10,42,3.279155274,4,1.891401347,0.044587137,339.4393942,August,,,,,,,,,,
KDWFJ,Item #10,89,3.499313613,4,2.454082673,0.10751367,383.8695931,January,,,,,,,,,,
KDWFJ,Item #10,98,13.50171359,4,7.499806304,0.533966632,469.9555332,May,,,,,,,,,,
KDWFJ,Item #10,86,4.830813935,4,3.251726501,0.083489734,516.6789172,June,,,,,,,,,,
KDWFJ,Item #10,77,4.986010289,4,3.848931734,0.221921309,304.0064264,July,,,,,,,,,,
KDWFJ,Item #10,83,9.086924688,4,5.275253226,0.509557681,260.8051446,September,,,,,,,,,,
KDWFJ,Item #10,81,10.10233084,4,8.229433747,0.261435136,508.791655,October,,,,,,,,,,
KDWFJ,Item #10,55,4.265032188,4,3.118505027,0.224782543,343.1161831,February,,,,,,,,,,
KDWFJ,Item #10,40,10.81382321,4,8.363378704,0.534601885,215.0726321,December,,,,,,,,,,
KDWFJ,Item #10,70,12.52544635,4,10.72875949,0.353970699,253.8323585,April,,,,,,,,,,
KDWFJ,Item #10,82,2.33346567,4,1.722665137,0.122833022,269.666096,November,,,,,,,,,,
LCHTU,Item #8,27,6.539045661,4,4.422170845,0.226435679,142.1282177,November,,,,,,,,,,
LCHTU,Item #8,17,12.81950331,4,11.07573493,1.045304428,292.4139848,September,,,,,,,,,,
LCHTU,Item #8,94,1.038473877,4,0.679133811,0.019870389,390.2378215,April,,,,,,,,,,
LCHTU,Item #8,18,8.627244074,4,7.058661406,0.329164515,140.8935144,January,,,,,,,,,,
LCHTU,Item #8,74,10.02390723,4,8.384326603,0.195474932,300.5318118,March,,,,,,,,,,
LCHTU,Item #8,25,8.918598412,4,6.156065022,0.479527456,337.8696969,May,,,,,,,,,,
LCHTU,Item #8,10,8.019587301,4,6.294440526,0.370147248,226.9292077,July,,,,,,,,,,
LCHTU,Item #8,29,13.00445028,4,8.271947318,0.813848139,171.1278009,December,,,,,,,,,,
LCHTU,Item #8,30,6.973436268,4,4.613247041,0.395666398,233.9687079,October,,,,,,,,,,
LCHTU,Item #8,64,9.359865489,4,8.832493148,0.350395715,187.742693,February,,,,,,,,,,
LCHTU,Item #8,73,13.28599684,4,6.949757444,0.142529039,392.6406975,August,,,,,,,,,,
LCHTU,Item #8,67,2.020934423,4,1.215136906,0.069319988,349.605993,June,,,,,,,,,,
LJLQH,Item #5,36,10.04041458,4,6.532441007,0.477604638,337.4695493,December,,,,,,,,,,
LJLQH,Item #5,76,9.417137666,4,8.870835297,0.469841547,309.1980558,September,,,,,,,,,,
LJLQH,Item #5,14,12.44233204,4,10.59200323,0.419627682,162.531339,March,,,,,,,,,,
LJLQH,Item #5,30,18.9017898,4,17.40637818,1.228854332,178.1112539,November,,,,,,,,,,
LJLQH,Item #5,74,10.31763788,4,7.836045261,0.559343551,384.2356976,February,,,,,,,,,,
LJLQH,Item #5,71,17.88023312,4,14.92338039,1.273563934,306.7859188,October,,,,,,,,,,
LJLQH,Item #5,92,9.744085289,4,6.98096348,0.431842565,474.6865899,June,,,,,,,,,,
LJLQH,Item #5,11,10.98588112,4,10.03074556,0.927332526,127.1291253,July,,,,,,,,,,
LJLQH,Item #5,60,12.40870227,4,6.243954637,0.487466257,321.7386107,August,,,,,,,,,,
LJLQH,Item #5,10,5.565196131,4,3.021900811,0.151614932,297.913034,January,,,,,,,,,,
LJLQH,Item #5,32,8.605601201,4,6.516298648,0.435971496,208.4114944,April,,,,,,,,,,
LJLQH,Item #5,56,13.31512291,4,7.16626102,0.439901224,345.658164,May,,,,,,,,,,
LNERG,Item #10,92,14.90067063,4,13.56015521,0.511270572,279.9323283,December,,,,,,,,,,
LNERG,Item #10,90,4.423971167,4,2.861508561,0.099583472,409.4967945,April,,,,,,,,,,
LNERG,Item #10,81,1.508494416,4,1.031496844,0.082982388,433.3083693,October,,,,,,,,,,
LNERG,Item #10,55,11.52222378,4,8.887468672,0.409428908,319.095046,January,,,,,,,,,,
LNERG,Item #10,39,2.265746126,4,1.184265377,0.0654286,298.0293762,August,,,,,,,,,,
LNERG,Item #10,69,1.723361971,4,0.972443251,0.053324057,300.2882752,March,,,,,,,,,,
LNERG,Item #10,56,18.18210375,4,15.40835277,0.96811596,249.1023279,September,,,,,,,,,,
LNERG,Item #10,53,16.11061825,4,12.81966898,0.614883877,323.5985457,May,,,,,,,,,,
LNERG,Item #10,68,6.818832952,4,4.11266337,0.348153325,401.4456353,November,,,,,,,,,,
LNERG,Item #10,91,0.568458573,4,0.524486031,0.04848415,249.3818518,July,,,,,,,,,,
LNERG,Item #10,10,6.321856526,4,4.751265043,0.327820651,201.4600742,February,,,,,,,,,,
LNERG,Item #10,54,13.38366867,4,7.042633855,0.184828303,389.0320512,June,,,,,,,,,,
LOFWT,Item #10,65,17.42003857,3.5,14.50984608,0.951701964,320.5392616,March,,,,,,,,,,
